      BASE;           1.562;           0.002;           0.000;        100;         50;         373.025;          14.460;          18.920;          14.652;           0.767 ( 5.234 %);  52072.393
   UNROLL8;           1.562;           0.002;           0.000;        100;         50;        1054.174;          20.140;          22.220;          20.281;           0.352 ( 1.734 %);  37619.164
