      BASE;           1.562;           0.002;           0.000;        100;         50;         885.430;          66.920;          70.860;          67.408;           0.634 ( 0.941 %);  11318.253
   UNROLL8;           1.562;           0.002;           0.000;        100;         50;         647.227;          66.400;          67.260;          66.610;           0.157 ( 0.236 %);  11453.775
