      BASE;           1.562;           0.002;           0.000;        100;         50;         520.906;          35.160;          39.140;          35.392;           0.676 ( 1.909 %);  21557.129
   UNROLL8;           1.562;           0.002;           0.000;        100;         50;         781.988;          43.460;          45.160;          43.596;           0.286 ( 0.657 %);  17500.314
