      BASE;           1.562;           0.002;           0.000;        100;         50;         482.764;          68.280;          71.880;          68.587;           0.599 ( 0.874 %);  11123.728
   UNROLL8;           1.562;           0.002;           0.000;        100;         50;         779.955;          68.040;          69.180;          68.235;           0.196 ( 0.287 %);  11181.132
