      BASE;           1.562;           0.002;           0.000;        100;         50;        6017.279;          92.340;          94.040;          92.599;           0.287 ( 0.310 %);   8239.195
   UNROLL8;           1.562;           0.002;           0.000;        100;         50;        2470.324;          85.180;          86.160;          85.390;           0.188 ( 0.220 %);   8934.732
