      BASE;           1.562;           0.002;           0.000;        100;         50;        4689.344;          25.360;          29.320;          25.559;           0.677 ( 2.649 %);  29850.377
   UNROLL8;           1.562;           0.002;           0.000;        100;         50;        6908.333;          30.820;          33.820;          31.064;           0.510 ( 1.642 %);  24560.533
