      BASE;           1.562;           0.002;           0.000;        100;         50;        3829.550;          85.120;          89.280;          85.462;           0.698 ( 0.816 %);   8927.255
   UNROLL8;           1.562;           0.002;           0.000;        100;         50;        4368.933;          79.680;          80.460;          79.953;           0.182 ( 0.228 %);   9542.310
