      BASE;           1.562;           0.002;           0.000;        100;         50;        1925.404;          39.820;          43.820;          40.071;           0.681 ( 1.700 %);  19039.734
   UNROLL8;           1.562;           0.002;           0.000;        100;         50;        3785.959;          85.860;          88.100;          86.224;           0.364 ( 0.423 %);   8848.379
